gene_name,logFC,adj.P.Val
Got2,0.062,0.99
Smg8,-0.52,0.932
Fam210b,-0.44,0.932
Scand1,0.57,0.74
Usf3,-0.3,0.959
Nat6,0.58,0.82
Aldh18a1,0.62,0.851
Kansl2,-0.35,0.936
Srgn,0.49,0.638
Asnsd1,0.3,0.953
Timm29,-0.68,0.775
Phf6,-0.68,0.84
Thoc7,-0.52,0.73
Sdhb,0.44,0.675
Egr3,-0.73,0.874
Prpf4,-0.68,0.825
Npepps,0.67,0.847
Nop14,0.67,0.799
Wdr81,0.65,0.895
Filip1l,-0.61,0.718
Abi2,0.37,0.949
Ubqln2,-0.017,0.998
Alg11,0.12,0.988
Ric3,-0.011,0.999
Esyt2,0.69,0.87
Mettl2,-0.44,0.917
Utp14a,-0.71,0.851
Tpd52l2,-0.49,0.694
Borcs8,0.056,0.993
Tbc1d10b,0.65,0.855
Mtfp1,-0.0074,0.999
Ccdc174,-0.63,0.768
Ap2b1,0.61,0.847
Gas6,-0.55,0.701
Prkrip1,0.69,0.82
Nudt2,0.63,0.889
Nf2,-0.59,0.904
Nenf,-0.65,0.793
Trim33,0.048,0.994
Gpbp1l1,0.51,0.891
Gabpa,0.61,0.826
D2hgdh,-0.021,0.998
Gcsh,-0.73,0.815
Strip1,-0.59,0.765
Tpst1,-0.76,0.815
Ahi1,0.19,0.98
Myg1,-0.66,0.767
Slc7a5,-0.57,0.853
Mcrs1,0.56,0.784
Cbx7,-0.48,0.948
Gfer,0.52,0.74
RP23-286I5.3,-0.24,0.96
Stmn1,-0.017,0.998
Dido1,0.8,0.84
Rinl,-0.58,0.841
Zfp592,-0.66,0.891
Iqcc,-0.3,0.966
Med9,-0.7,0.85
Gstp1,-0.54,0.772
Heatr5a,0.78,0.803
Paxip1,-0.46,0.931
Zfp113,0.027,0.997
Hsd17b4,-0.53,0.688
Dnajc28,0.14,0.987
Inpp5a,-0.15,0.987
Card19,-0.47,0.705
Mex3c,-0.66,0.849
Ppp1r3b,-0.75,0.816
Tmem43,-0.68,0.707
Mapk8,-0.52,0.912
Mospd3,0.47,0.895
Lrp12,0.51,0.902
Zfp710,0.72,0.775
Zbed3,-0.51,0.879
Znhit1,0.2,0.972
Polr2b,-0.66,0.781
Rfx5,0.61,0.911
Mcm6,0.059,0.994
Mrto4,0.33,0.942
Mrps22,-0.64,0.888
Tpbgl,-0.66,0.733
Mfsd14b,-0.52,0.728
Slf1,0.28,0.977
Pus7,0.42,0.943
Alkbh2,0.6,0.837
Ccser2,-0.69,0.852
Tlr6,-0.57,0.869
Fez2,-0.39,0.645
Gimap9,-0.61,0.886
Smug1,-0.38,0.947
Fxr2,0.33,0.943
Polr2k,0.63,0.814
Plagl2,0.39,0.949
Nudt16,-0.65,0.774
Sipa1,-0.54,0.685
Surf1,0.59,0.745
Sppl2b,0.67,0.903
RP23-315I4.2,-0.62,0.887
Nfia,-0.45,0.934
Unc119b,-0.37,0.943
Cnot10,0.72,0.831
Tfg,-0.52,0.714
Zfp566,-0.34,0.978
Pf4,-2,0.709
Fancf,0.71,0.928
Mettl17,-0.62,0.812
Cyp4v3,0.52,0.726
Abhd5,0.73,0.801
Rabl2,-0.64,0.879
Txndc16,-0.69,0.841
Ubap2,-0.1,0.989
Ppp2r5a,0.53,0.769
Nsa2,0.44,0.917
Rilpl2,0.74,0.831
Ppm1g,0.58,0.805
Socs4,-0.55,0.894
Pfkl,0.57,0.832
RP23-220F20.2,-0.0052,0.999
Anp32a,-0.58,0.815
Slc23a2,0.55,0.893
Itgb3bp,-0.029,0.998
Dnajc30,-0.58,0.815
Polg2,-0.28,0.964
Zfp532,-0.092,0.99
Bag4,-0.58,0.875
Ric8b,-0.052,0.993
Fbxl17,0.6,0.839
Ing5,0.63,0.843
Ndufv3,0.51,0.694
Suox,-0.42,0.931
RP23-82I5.2,-0.36,0.95
Nol9,-0.39,0.938
Ino80d,0.38,0.954
Cpsf7,-0.03,0.997
Ap5s1,-0.69,0.816
Camk2n1,-0.58,0.888
Pabpc4,0.34,0.934
Rnf214,-0.61,0.871
Zfp608,0.079,0.99
Znhit6,0.24,0.966
Abt1,-0.8,0.804
Rwdd2a,0.52,0.927
Setdb1,0.62,0.84
Firre,0.36,0.944
AC123686.4,0.25,0.96
Cat,0.55,0.696
Sh2b1,-0.31,0.96
Nt5m,-0.58,0.79
Cdk5rap1,-0.28,0.964
RP23-253N17.1,-0.42,0.942
Zcchc8,-0.66,0.81
RP23-44E17.1,0.33,0.959
Tpm1,-0.46,0.93
Arid1a,0.69,0.775
Tmem106c,-0.38,0.928
Myo1c,0.62,0.858
Traf7,-0.59,0.827
Casp9,-0.64,0.822
Dis3,0.34,0.958
Armt1,-0.67,0.872
Ptpn2,0.55,0.748
Smyd4,-0.082,0.99
Neurl2,0.37,0.949
Pip5k1a,-0.53,0.924
Clcf1,-0.18,0.978
Qrsl1,-0.36,0.944
RP23-211B19.2,0.59,0.841
Gngt2,0.43,0.661
Mmgt2,-0.56,0.843
Gle1,-0.61,0.787
RP24-233B16.6,0.088,0.99
Akap10,-0.74,0.819
Fam136a,0.55,0.769
Lgmn,-0.32,0.584
Fcf1,0.51,0.705
Dhcr7,0.013,0.998
Rab22a,0.59,0.765
H2-T22,0.51,0.912
Phf20,0.65,0.745
Adck3,0.45,0.94
Pex16,0.18,0.977
Impad1,-0.37,0.938
RP23-353J21.9,-0.24,0.974
Inpp5b,-0.47,0.923
Fgd3,-0.26,0.976
Eea1,0.71,0.804
Sesn1,-0.45,0.679
Fam199x,0.018,0.999
Mrpl47,-0.57,0.887
Chd3,0.28,0.955
Mcm4,-0.81,0.851
Traf6,-0.27,0.956
Ubac2,-0.58,0.733
Wdfy4,0.25,0.967
Gpatch1,-0.57,0.875
Speg,0.74,0.827
Pias4,-0.42,0.915
Mrpl50,-0.67,0.747
Rogdi,-0.43,0.666
Dph5,-0.66,0.775
Atg4b,0.57,0.814
Zc3h4,0.55,0.928
Calhm2,-0.63,0.842
Cep170,0.67,0.77
Dusp3,0.52,0.895
Scaf4,-0.49,0.917
Hemk1,0.04,0.995
Lifr,-0.65,0.806
Zfp524,0.13,0.987
RP24-234J3.2,-0.47,0.916
Coa6,-0.65,0.806
Cnih4,0.45,0.68
Rpl30,0.51,0.711
Ubac1,-0.57,0.804
Zcchc2,-0.51,0.93
Hook2,0.65,0.874
Stard7,-0.59,0.768
Nr2c1,-0.55,0.9
Slc36a1,0.65,0.879
Slc9a6,0.021,0.998
Decr1,-0.64,0.851
Lrrc45,-0.61,0.864
Upf3b,-0.66,0.801
Fggy,0.4,0.934
Trp53cor1,-0.23,0.966
Tmem128,-0.49,0.736
Zfp830,-0.69,0.812
Ranbp6,0.18,0.981
Shc1,-0.069,0.99
Suv39h1,-0.26,0.961
Bbc3,0.51,0.879
Rab27a,0.56,0.868
Cnot6,-0.73,0.806
Apbb1,-0.24,0.977
Adsl,-0.59,0.778
Mccc2,0.7,0.816
Bod1l,0.52,0.706
Mrps2,-0.6,0.812
Prim2,0.61,0.883
Taz,-0.48,0.692
Slc41a3,0.66,0.841
Nqo2,0.35,0.948
Mbtd1,0.66,0.895
Mlxip,-0.37,0.948
Cbr1,-0.53,0.748
Abhd11,0.71,0.815
Mcl1,0.55,0.64
Sfswap,0.61,0.853
Cdkn1a,1.2,0.701
Med25,-0.45,0.903
Eps15,-0.72,0.791
RP23-462F3.3,0.58,0.913
RP23-188K3.6,-0.13,0.987
Bach1,0.71,0.8
Zfp64,0.47,0.936
Zyg11b,-0.57,0.845
Isg20,0.48,0.93
AC125061.1,-0.41,0.931
Cd82,0.087,0.988
Duoxa1,0.3,0.953
Rpa2,-0.26,0.965
Dhdds,-0.6,0.886
Nucb2,-0.55,0.806
Fam160a2,0.32,0.947
Rfk,0.53,0.732
Crebzf,-0.52,0.895
Dync1h1,0.66,0.801
Rbm3,0.5,0.855
Trmt61b,-0.23,0.977
Isy1,-0.62,0.829
Stxbp5,-0.59,0.873
Dhrs1,-0.61,0.786
Hpcal1,0.23,0.968
Bzw2,-0.68,0.82
Ubr5,-0.59,0.866
Nek6,-0.5,0.686
Rps16,0.47,0.725
Pnkd,0.59,0.782
Nol8,0.56,0.896
Mfsd3,-0.61,0.883
Slc16a1,-0.58,0.89
Rundc1,-0.63,0.895
Ssr4,0.45,0.646
Rnf40,0.55,0.879
Crebbp,0.91,0.82
Elp4,-0.093,0.99
Ttc19,-0.65,0.941
Pwp2,0.17,0.985
Sec24d,-0.11,0.988
Trp53rka,-0.36,0.935
Fam175a,-0.57,0.887
Dym,0.4,0.903
Strn4,-0.59,0.761
Itgb3,-0.53,0.896
Top3a,-0.44,0.918
Rnf170,0.24,0.964
Mterf4,-0.35,0.948
Crnkl1,-0.57,0.829
Ccr1,-1.4,0.868
Ubxn7,0.39,0.934
Chpf2,0.54,0.888
Nsun4,-0.66,0.872
Mroh1,0.042,0.996
Slc31a1,-0.54,0.734
Spryd4,0.6,0.892
Htra3,0.78,0.849
Zc3hav1,0.74,0.814
Gatsl3,0.38,0.953
Ripk1,0.59,0.814
Hsf1,-0.61,0.749
Thada,-0.48,0.904
Stk38l,0.05,0.993
Cep350,0.62,0.801
Rbks,-0.31,0.949
Pvrl2,-0.64,0.807
Ccar2,-0.53,0.88
Dusp6,-0.44,0.625
Snhg5,0.72,0.84
Parp12,-0.67,0.801
Ccnt2,-0.53,0.704
Erlin1,0.63,0.784
RP24-111C16.1,-0.81,0.895
Lig1,0.12,0.99
Fads1,-0.61,0.769
Srfbp1,0.47,0.902
Ppp1r15b,-0.6,0.827
Mrpl43,-0.52,0.728
Dph2,-0.54,0.894
Xpc,-0.51,0.895
Hcfc1r1,0.53,0.755
Exosc4,0.54,0.738
Yes1,-0.28,0.961
Bloc1s5,-0.65,0.801
Parp11,-0.33,0.959
Mthfd1,-0.57,0.858
Hsd17b10,0.58,0.74
Ccl24,-1.4,0.853
Prr3,-0.037,0.996
Kdm5c,0.6,0.896
AC132837.2,0.27,0.956
Stau2,0.54,0.8
Golga2,0.6,0.923
Mrpl22,0.074,0.99
Fnip1,0.67,0.815
Ap3s1,-0.54,0.84
Gabbr1,-0.33,0.948
Snrnp35,-0.37,0.936
Oaf,-1.2,0.732
Ppwd1,0.5,0.924
Zmym3,-0.53,0.896
Zcchc24,0.48,0.903
Haghl,-0.17,0.978
Whrn,0.64,0.832
Dcp2,-0.53,0.906
Snx8,0.09,0.99
Psmc3,-0.41,0.68
Ssfa2,0.65,0.812
Slc38a10,0.46,0.896
Kctd18,0.031,0.996
Brip1os,-0.47,0.909
Mrpl40,0.57,0.746
Ddx21,0.53,0.91
Puf60,-0.44,0.698
Amn1,0.6,0.839
Patl1,0.31,0.952
Tcea1,-0.41,0.898
Gpr157,-0.061,0.99
Dvl1,-0.54,0.895
Cep57,-0.6,0.814
Bax,-0.18,0.966
Xylt2,-0.53,0.917
Axin1,-0.79,0.853
Rint1,0.5,0.887
Ptprj,0.064,0.99
Rn7sk,0.48,0.877
Scyl3,-0.55,0.853
Smarcal1,-0.37,0.937
Gtpbp2,0.53,0.864
Papolg,-0.53,0.895
Mapk8ip3,-0.41,0.927
Agfg2,-0.41,0.931
Pcnx4,0.6,0.872
B330016D10Rik,0.05,0.993
Mrps5,0.53,0.902
Yif1b,-0.5,0.733
Polr3gl,-0.093,0.988
Ddb2,-0.61,0.86
Atp10d,-0.52,0.903
Myl2,0.62,0.841
Ago2,0.49,0.928
Fibp,0.49,0.749
Ndufa3,0.48,0.666
Dera,0.62,0.835
Ppp6r3,0.53,0.766
Atp5j,0.46,0.644
Mlf2,0.39,0.696
Sqrdl,-0.47,0.696
Nabp2,-0.39,0.924
Btbd19,-0.54,0.842
Pds5a,0.59,0.837
Rbpj,-0.61,0.837
Cfap45,0.51,0.932
Zbtb11,-0.55,0.903
Mad2l1bp,-0.63,0.841
Ints6,-0.6,0.853
Cep95,0.31,0.952
Tpcn1,0.52,0.895
Gar1,0.52,0.878
Ptbp2,-0.5,0.897
Arl5b,-0.52,0.895
Fam216a,-0.23,0.979
Cln3,0.5,0.725
Zfas1,-0.4,0.922
Haao,0.61,0.887
Tkt,0.5,0.834
Cox6a2,0.52,0.954
RP23-222G22.7,-0.55,0.75
Pds5b,-0.52,0.869
Zdhhc24,-0.54,0.881
Txn2,-0.46,0.739
Smc2,-0.096,0.99
Zfp770,-0.29,0.961
Fkrp,-0.49,0.947
AC161207.1,0.43,0.914
Ip6k2,-0.25,0.977
Frg1,0.5,0.725
Mapkapk3,-0.49,0.886
Ttc13,-0.55,0.829
Gucd1,0.62,0.847
Coro1a,0.46,0.804
Ppp2r1b,-0.65,0.745
AC152939.2,0.57,0.878
Heatr6,0.61,0.829
Tcp11l1,0.018,0.998
Ubl5,0.5,0.735
Tbccd1,-0.71,0.825
Natd1,-0.59,0.882
Hectd3,0.074,0.992
Abcb4,-0.63,0.833
Dbt,-0.069,0.99
Nup62,0.63,0.821
Rnf122,-0.57,0.829
Naa35,0.49,0.7
Mrs2,-0.43,0.924
Eva1b,-0.57,0.858
Proser1,0.43,0.906
RP23-7F9.1,0.41,0.931
Atp5o,0.45,0.698
Pola2,-0.51,0.882
Gsg1,0.64,0.841
Stx8,0.51,0.779
Purb,0.67,0.793
Zfand6,-0.46,0.679
Ptp4a1,-0.2,0.977
Nelfb,-0.53,0.74
Scap,0.7,0.839
Necap2,0.4,0.669
Polr2c,-0.57,0.74
Cox7c,0.48,0.693
RP23-347F4.1,-0.52,0.896
Thoc6,0.63,0.827
Rpp14,0.66,0.799
Naa10,0.48,0.85
Hypk,0.16,0.978
Nasp,-0.052,0.993
Alkbh1,-0.55,0.795
Fpgt,0.25,0.961
Tubgcp4,0.012,0.999
Imp3,0.57,0.814
Dusp2,1.1,0.776
Ankfy1,-0.61,0.778
Guca1a,-0.12,0.987
Nars2,0.29,0.955
Trpm2,-0.45,0.92
Borcs5,0.12,0.987
RP23-424C4.5,-0.31,0.96
Cib2,0.69,0.819
Taf6,-0.65,0.796
Lyl1,0.11,0.987
Wrnip1,-0.27,0.966
Far1,-0.49,0.73
Pus3,-0.55,0.895
Zfp787,0.46,0.93
Rbmxl1,-0.52,0.829
Akr7a5,0.65,0.784
Vars,-0.42,0.922
Coa7,0.28,0.962
Aim2,-0.055,0.993
Dctn1,0.52,0.874
Cep85,-0.3,0.957
Taf1,0.49,0.893
Ddx56,-0.6,0.797
Psmd13,0.34,0.931
Cass4,-0.46,0.9
Hdac11,-0.22,0.974
Sdc4,-0.29,0.966
Eif4a2,0.5,0.767
Spidr,0.52,0.895
Prkaca,-0.51,0.832
Naif1,-0.13,0.987
Guf1,-0.26,0.956
Lzic,0.57,0.829
Psmb4,0.45,0.696
Snx2,-0.47,0.694
Dhx33,0.27,0.965
Rcc2,-0.57,0.831
Srrt,0.63,0.827
Stt3a,-0.42,0.692
Rabepk,-0.52,0.896
Ak3,-0.75,0.84
Ccdc91,-0.17,0.987
Mpv17l2,-0.22,0.962
Tmem63a,-0.52,0.712
Rabep2,-0.65,0.806
Ddx39,-0.59,0.75
Hbegf,0.1,0.99
Zfp873,-0.49,0.923
Slc52a2,-0.61,0.856
Tmem241,-0.57,0.883
Bnip1,-0.49,0.894
Rictor,-0.49,0.916
Smpd4,0.29,0.954
Hmbs,0.55,0.815
Zc3h8,-0.43,0.931
Ube3b,0.3,0.957
Ddrgk1,0.42,0.698
Gtf3c3,-0.29,0.956
Ppp1r2,0.49,0.774
Prdm2,-0.47,0.93
RP23-264H19.2,0.21,0.978
Bri3bp,0.023,0.997
Arf4,0.36,0.65
Zmym4,0.36,0.943
Plcb2,0.58,0.887
Osgin2,0.6,0.841
Dcaf5,0.015,0.998
Atxn7,0.27,0.968
Cyp27a1,-0.54,0.755
Cog3,-0.3,0.957
Stra13,0.36,0.923
Praf2,-0.14,0.987
Tmem65,-0.56,0.765
Spsb2,-0.6,0.795
Tet3,0.5,0.874
Gpsm1,0.17,0.986
mt-Nd1,0.44,0.617
Dag1,0.053,0.99
RP23-418M3.5,0.23,0.962
Srsf10,-0.5,0.715
Zcchc10,-0.57,0.907
Mmaa,-0.42,0.919
Wdr55,-0.23,0.973
Nudt21,0.1,0.987
Arel1,-0.053,0.993
Bbip1,0.5,0.734
Pard3b,0.61,0.866
Bfar,-0.55,0.752
Emc7,-0.44,0.709
Mcee,0.66,0.82
Tgds,0.51,0.884
Ap3s2,0.22,0.968
Fbxo18,-0.59,0.786
Myo6,0.25,0.961
Ankrd17,0.94,0.829
Abhd12,0.31,0.625
Whamm,-0.36,0.932
Mmgt1,-0.46,0.94
Atl2,-0.6,0.853
Tyms,-0.62,0.881
Cherp,-0.52,0.767
Cyp51,0.29,0.955
Vps13b,0.53,0.866
Pigq,-0.63,0.815
Eif3b,-0.47,0.722
Fnbp1l,-0.0019,1
Rprd1b,-0.58,0.809
Cct6a,-0.48,0.704
Sumf1,0.54,0.74
Ccdc126,0.36,0.957
Zfp322a,-0.017,0.998
N4bp1,-0.58,0.839
Eif2ak4,-0.1,0.989
Tyk2,0.34,0.938
Blmh,-0.6,0.811
Snx1,-0.43,0.733
Bmpr1a,-0.24,0.964
Med16,-0.47,0.896
Bysl,-0.15,0.987
Cers2,-0.45,0.686
Erich1,0.61,0.832
Vps45,0.32,0.942
Cd209a,-2.2,0.84
Acbd5,-0.51,0.801
Ndufb4,0.035,0.994
Dnajb2,-0.54,0.879
Slc35b3,0.62,0.812
Rbm48,-0.54,0.844
Adam9,-0.29,0.948
Zfp958,0.37,0.949
Uggt1,0.47,0.896
Rhoq,-0.59,0.762
Ankrd16,0.38,0.93
Dcaf4,-0.63,0.892
Camsap1,-0.13,0.987
Phtf1,0.47,0.896
Paqr7,-0.52,0.761
Rad23b,-0.43,0.927
Bhlhe41,0.57,0.86
Gpn2,-0.55,0.902
Gstz1,-0.26,0.968
Gmps,-0.59,0.81
Nicn1,-0.31,0.948
Tomm5,0.57,0.819
Sp140,0.36,0.931
Ptcd1,-0.18,0.981
Kat8,-0.61,0.827
Fzd4,-0.33,0.948
Eya4,-0.32,0.948
Usp36,-0.35,0.943
Suz12,-0.18,0.976
RP24-88J19.3,0.57,0.839
Oraov1,0.42,0.934
Ankmy2,0.24,0.964
Rp9,0.6,0.751
Vasp,-0.49,0.714
Lrig2,0.011,0.999
Snrnp27,0.44,0.715
Ccnt1,-0.12,0.987
RP23-354M9.1,0.48,0.924
Med27,-0.56,0.844
Ssr3,-0.52,0.722
Mtrf1,0.039,0.995
Dnajb6,-0.45,0.761
Ebi3,-0.46,0.74
Prmt9,0.61,0.853
Smndc1,0.49,0.795
Cradd,-0.48,0.887
Prmt7,-0.55,0.805
RP23-357J7.6,0.46,0.887
C2cd2,0.38,0.939
Fam126b,-0.27,0.96
Dock9,0.2,0.987
Spr,0.051,0.99
Taf5l,-0.57,0.847
RP23-356J2.10,0.71,0.866
Anxa7,0.52,0.736
Rac2,-0.44,0.679
Tgfbr2,0.57,0.704
Nipbl,0.59,0.739
Pafah1b2,-0.5,0.743
AC124566.2,-0.49,0.896
Rce1,-0.51,0.814
Syap1,-0.53,0.809
Gtf2a1,-0.16,0.979
Zfp143,-0.57,0.856
Ggnbp2,0.46,0.713
Exoc7,-0.58,0.775
Csrnp1,0.59,0.76
Wapl,0.61,0.745
Tor1a,0.44,0.706
Tufm,0.43,0.917
Toporsos,0.51,0.829
Pop7,-0.52,0.829
Arpc2,0.32,0.631
Lmo4,-0.36,0.93
Ttc17,-0.54,0.895
Cdk4,0.47,0.8
Magohb,-0.42,0.938
Dmap1,0.52,0.842
Ubxn4,-0.43,0.706
Ubash3b,0.47,0.727
Fcgr4,0.64,0.845
Slc43a2,-0.58,0.796
Cebpa,0.35,0.928
Wdr48,-0.54,0.842
Gba2,-0.39,0.935
Zdhhc12,0.046,0.992
Sdad1,-0.37,0.932
Dcun1d2,-0.47,0.908
Ylpm1,0.066,0.99
Tbc1d31,0.46,0.895
Pik3ap1,-0.11,0.988
Herc6,-0.42,0.919
Rad23a,0.58,0.761
Nob1,-0.48,0.821
Wdr60,-0.17,0.982
Abhd1,0.099,0.988
Btbd7,0.64,0.828
H2-DMb2,-0.26,0.964
Zfand2a,0.34,0.943
Ireb2,-0.3,0.95
Col4a3bp,-0.34,0.944
Mtfr1,-0.15,0.986
Slc35f6,-0.52,0.806
Tmem161b,0.55,0.858
Rab34,-0.53,0.853
Slc11a1,0.4,0.68
Taf2,-0.025,0.997
Trim13,0.21,0.965
Med31,-0.59,0.768
Kif13b,0.53,0.902
Gmeb1,-0.12,0.987
Dnajc18,-0.48,0.847
Nsrp1,-0.6,0.761
Zfp697,0.44,0.886
Usp8,-0.47,0.698
Man2a2,-0.36,0.93
Aff1,-0.22,0.962
Spsb3,-0.27,0.948
Rai1,-0.19,0.986
Cog7,0.23,0.964
RP23-74O4.1,-0.59,0.886
Hnrnpl,0.52,0.745
Klhdc4,0.21,0.971
Rrp1b,-0.56,0.814
Nom1,-0.58,0.858
Myo7a,0.54,0.882
Phf13,-0.056,0.99
Mrps16,-0.59,0.787
Fam173b,0.16,0.986
Madd,-0.47,0.896
RP23-180L15.3,-0.011,0.998
Taf5,-0.48,0.93
Dazap1,0.42,0.896
Zkscan4,-0.5,0.918
Rab6a,0.6,0.761
Dctn3,0.43,0.707
Nab1,0.59,0.817
Pcnp,-0.45,0.828
Adar,0.34,0.935
Abcc5,0.54,0.801
Heatr3,-0.52,0.889
Fam204a,-0.59,0.815
Usp18,0.38,0.949
Nup35,0.0081,0.999
Ctdsp2,0.045,0.993
Cep295,0.62,0.829
Fam92a,0.17,0.987
Wdr4,0.53,0.892
Chst8,-0.56,0.883
Echdc1,-0.4,0.925
Cdc73,-0.59,0.821
Mrm1,0.05,0.99
Cdv3,-0.34,0.938
Eaf1,-0.13,0.987
Mios,0.34,0.938
Wdr13,-0.51,0.903
RP23-405O11.1,-0.17,0.984
Exog,-0.62,0.843
RP23-47M24.3,-0.31,0.944
Zfp688,-0.6,0.849
Zfyve27,-0.59,0.849
Golga3,0.097,0.989
RP24-297N9.8,-0.49,0.855
3110082I17Rik,-0.35,0.935
Rsbn1l,-0.52,0.846
Adprh,-0.4,0.695
Eid2b,-0.45,0.93
Lage3,0.55,0.761
Pdcd7,-0.57,0.864
Elac2,0.088,0.99
Klhl36,0.15,0.98
Ppil1,0.16,0.986
Abcc1,0.18,0.98
Nabp1,-0.36,0.942
March7,-0.6,0.776
Nufip1,0.46,0.881
Soat1,0.5,0.761
Slc12a2,0.72,0.774
Ranbp10,0.41,0.931
Eif3e,0.47,0.765
Eif5,-0.37,0.679
Ampd3,0.22,0.984
Osbp,-0.46,0.878
Ifih1,0.22,0.964
Mrps6,-0.52,0.881
Ldlrad4,-0.52,0.737
Tpgs2,-0.58,0.882
Prr14l,0.49,0.881
Gpalpp1,0.29,0.948
Ralgps2,-0.59,0.809
Mms19,-0.49,0.895
Zfp646,-0.38,0.931
Trmt2b,0.33,0.943
Selt,-0.61,0.832
Chid1,0.48,0.85
Ofd1,0.15,0.987
Polr3d,-0.11,0.987
Stard5,-0.45,0.919
Hmg20b,0.4,0.895
Cox18,0.014,0.998
Coil,-0.28,0.944
Zfp652,0.59,0.799
Zscan21,-0.59,0.839
Eif1ax,0.55,0.801
Tnip2,0.48,0.787
Commd2,-0.58,0.734
Tmco6,0.0033,0.999
Fmr1,0.51,0.799
Tcea2,-0.17,0.981
Immt,0.39,0.718
Ppp1r3d,0.24,0.964
RP23-35H8.2,0.42,0.903
Ei24,-0.58,0.837
Tmcc1,0.35,0.943
Ptp4a3,-0.44,0.755
Ndufs1,-0.48,0.755
Wrn,0.29,0.948
RP24-341K21.5,-0.29,0.944
Naa30,-0.48,0.903
Cmc2,0.35,0.924
Snd1,-0.49,0.842
Ttc9c,-0.5,0.806
Tubgcp2,0.65,0.814
Tmem164,-0.14,0.987
RP23-210M6.5,0.014,0.999
Amz1,0.56,0.806
Uba5,-0.55,0.745
Extl2,0.57,0.879
AC159257.5,0.4,0.897
Srpr,0.49,0.758
RP24-216A12.2,0.1,0.987
Wdr20,-0.59,0.813
Itpa,-0.49,0.878
Slc39a4,0.22,0.967
Stx17,-0.39,0.93
Sidt2,0.38,0.93
Sh2d3c,-0.12,0.987
Kidins220,-0.14,0.987
Gm23849,-0.29,0.948
Mtm1,0.044,0.993
Mtrr,-0.0016,1
Gltscr2,0.47,0.747
Pan3,0.57,0.886
Pign,0.51,0.895
RP23-245B21.3,0.1,0.988
Galnt7,-0.52,0.865
Adrb1,-0.53,0.856
Rassf5,-0.55,0.705
Dicer1,-0.39,0.927
Vamp7,-0.57,0.858
Smagp,-0.42,0.892
Cox8a,0.41,0.692
Bcs1l,-0.31,0.94
Dpp9,-0.27,0.949
Golim4,-0.32,0.948
Thap1,0.086,0.988
Tbl1xr1,0.54,0.84
Tmem161a,0.51,0.847
Pim2,0.29,0.948
Erap1,-0.59,0.832
Nus1,-0.092,0.99
Tmem144,-0.5,0.819
Msantd4,-0.34,0.943
Fbxl4,-0.58,0.853
Washc5,-0.44,0.913
Sfmbt1,-0.54,0.849
RP23-127E21.1,0.5,0.853
Ublcp1,-0.37,0.919
Hps1,-0.4,0.942
Reep4,0.42,0.9
Snap47,-0.5,0.816
Trappc6b,0.5,0.805
Slc35a5,-0.65,0.778
Qpctl,-0.52,0.902
Lsm12,0.074,0.99
Ppm1f,0.3,0.949
Mettl7a1,0.36,0.908
RP23-446P16.2,0.53,0.8
Ranbp1,0.39,0.694
Pisd,-0.52,0.74
Plekhm3,0.25,0.965
Ice2,0.14,0.987
Bphl,0.64,0.853
Usp9x,0.082,0.99
Sec16a,-0.28,0.949
Zfp938,0.64,0.861
Nr2c2,0.11,0.987
Nme6,-0.58,0.87
Adss,-0.55,0.832
Fam129a,-0.2,0.977
Caap1,-0.29,0.949
Mgea5,0.58,0.795
Aebp2,0.54,0.878
Timm17a,-0.51,0.748
Atp6v1f,0.39,0.68
Map2k5,0.24,0.954
Tagap1,-0.017,0.998
Sec61a2,0.7,0.84
Ppan,0.58,0.858
Tnrc6b,0.55,0.735
Glo1,-0.52,0.806
Ctnnal1,-0.33,0.924
Tmtc4,-0.078,0.99
Zbtb44,0.011,0.999
Aatf,0.5,0.829
Jrkl,-0.36,0.936
Prmt6,-0.37,0.94
Slc25a36,-0.55,0.84
Tgfb1,-0.15,0.981
Galnt12,-0.54,0.755
Nsun5,0.48,0.837
H6pd,-0.089,0.989
Trim26,-0.53,0.784
Piezo1,0.28,0.954
Rin3,-0.3,0.939
Dyrk1a,-0.38,0.934
Rnf6,-0.58,0.778
Brap,0.29,0.943
Zfp942,0.48,0.887
Sin3a,-0.056,0.992
Zfc3h1,0.39,0.932
Slc25a12,0.29,0.943
Mvb12b,0.53,0.86
Plekha1,0.5,0.776
Rcc1l,-0.2,0.968
Rprd2,0.39,0.933
Lman2l,-0.52,0.776
Sra1,0.44,0.722
Map3k3,-0.64,0.788
Irf2bp1,-0.13,0.986
Senp7,0.59,0.844
Mef2d,0.43,0.884
Abcf3,-0.51,0.755
Cdca7,-0.15,0.98
Tug1,0.33,0.929
Zfp951,0.23,0.969
Flna,-0.075,0.99
Cenpo,-0.24,0.952
Ndufb9,0.49,0.736
Irak4,0.53,0.895
Xrcc1,0.26,0.952
Ccdc186,0.57,0.842
Araf,-0.54,0.776
Rad21,0.46,0.888
Larp7,0.53,0.841
Ifi204,0.11,0.987
Ppp1r13b,-0.092,0.987
Gprasp1,0.51,0.853
Maip1,-0.43,0.891
Csnk2a1,0.45,0.898
Plbd2,0.61,0.776
Gnaq,0.6,0.862
Pigf,-0.24,0.96
Sphk2,-0.54,0.86
Pin1,-0.46,0.749
Kdm6a,0.3,0.943
Rpl12,0.46,0.786
Gpx4,0.38,0.902
Med8,-0.51,0.759
Rufy3,0.35,0.929
