gene_name,logFC,adj.P.Val
Rpl17,0.53,0.659
E2f6,0.05,0.991
Chst15,-0.2,0.972
Ampd3,-1,0.807
AC116511.4,-0.13,0.983
Parp16,-0.6,0.895
Hmces,-0.74,0.764
Mettl15,0.38,0.952
Heatr6,0.71,0.741
RP23-325I3.1,-0.72,0.703
Fbxo18,0.67,0.69
Amz2,-0.65,0.757
Nid2,0.35,0.952
Ninl,0.42,0.945
Setd8,0.67,0.757
Gtf2i,-0.78,0.729
Epc2,-0.53,0.918
Mbd3,0.57,0.625
Mfap1a,-0.65,0.739
Hras,-0.63,0.738
Ripk1,-0.66,0.733
Top3a,-0.64,0.85
Wwp1,0.82,0.797
Fktn,-0.62,0.877
Oxr1,-0.54,0.634
Irak4,-0.84,0.81
RP23-331D17.4,-0.36,0.95
Alg11,-0.51,0.923
Ktn1,-0.52,0.602
Ppp4r1,-0.7,0.768
Them4,-0.41,0.943
Zfp956,0.11,0.986
Timm44,0.77,0.741
Mex3c,0.75,0.813
Abl2,-0.77,0.831
Arih1,0.84,0.799
Ikzf5,-0.3,0.96
Agk,-0.72,0.823
Cebpa,-0.63,0.827
E4f1,-0.79,0.779
Adss,-0.72,0.748
Msl3,0.69,0.823
RP23-322E23.1,0.039,0.993
Ylpm1,-0.65,0.865
Mfn1,-0.29,0.956
Mbp,1.6,0.707
Rce1,0.61,0.729
Atp1a1,0.73,0.788
Matk,-0.62,0.668
Gstm4,-0.18,0.982
Ralgps1,-0.47,0.935
Ccdc9,-0.51,0.895
Dhx57,0.76,0.81
Dcp1a,-0.54,0.939
Apbb1,-0.27,0.967
RP23-78N8.3,-0.093,0.99
Med13l,-0.9,0.768
Pla2g4a,-0.57,0.629
Cers6,-0.65,0.855
Rrp15,0.81,0.771
Bud13,-0.32,0.954
Rsl1,0.047,0.993
Plcb2,-0.8,0.823
Copg2,0.39,0.942
Grina,0.48,0.65
Mfsd3,0.77,0.832
Fbxo32,0.33,0.956
Spire1,0.68,0.699
Cog2,-0.69,0.728
Pdcl3,-0.54,0.62
Pik3r5,-0.66,0.678
Col6a3,0.19,0.98
Eif3e,0.54,0.671
RP23-344D2.9,0.25,0.96
Nubpl,-0.74,0.848
Rqcd1,-0.14,0.982
Atp9b,0.7,0.73
Galnt7,0.72,0.78
Pip5k1a,0.72,0.866
Gars,0.57,0.662
Hacd3,0.66,0.634
Sparcl1,1.3,0.894
Tsen2,-0.56,0.898
Ap2b1,0.68,0.797
Frg1,-0.54,0.63
Rhbdf2,-0.37,0.948
Mpc2,0.55,0.624
Tmub2,0.69,0.686
Gopc,-0.68,0.76
Senp7,-0.77,0.755
Csnk2b,-0.31,0.943
Rbm3,-0.58,0.831
Patl1,-0.62,0.877
Rfx7,-0.39,0.949
Scimp,0.55,0.88
Nhp2,0.59,0.639
Zdhhc3,-0.69,0.805
Epb41,0.79,0.829
Eif2b1,-0.85,0.733
Polr3b,-0.29,0.958
Rasa3,-0.61,0.651
Zfp2,0.37,0.945
Suz12,-0.57,0.878
Slc39a3,0.66,0.862
Myd88,-0.46,0.615
Dbr1,-0.62,0.887
Trappc8,-0.75,0.802
Nucks1,-0.75,0.736
Elp4,-0.36,0.95
RP24-271M20.3,0.16,0.986
Med16,-0.67,0.823
Mthfsd,0.1,0.989
Tmem201,0.025,0.996
Rpl31-ps8,0.071,0.989
Pus7,0.71,0.859
Nxt1,0.75,0.769
Pld2,-0.57,0.866
Spata13,-0.76,0.678
Clasp2,-0.65,0.733
Ptbp1,-0.49,0.88
RP23-99B10.2,-0.14,0.977
Tdrkh,0.7,0.84
Wbp4,0.47,0.625
Rpl37rt,0.36,0.929
Tsfm,0.74,0.743
Erp29,0.49,0.569
Aco1,0.83,0.761
Uckl1,-0.56,0.636
Fastkd3,-0.72,0.884
Lyl1,-0.59,0.885
Mycbp2,-0.59,0.608
Fam131a,-0.13,0.984
Atic,0.63,0.88
Ip6k1,0.7,0.739
Ankrd39,0.34,0.953
Hadha,-0.6,0.708
Pdk2,-0.31,0.943
Pfkfb3,-0.72,0.705
Csf2rb2,0.17,0.981
2510009E07Rik,0.75,0.757
Cdk8,0.07,0.99
Degs1,0.51,0.614
Mrpl13,-0.72,0.688
Wdr24,0.23,0.968
Borcs5,0.54,0.877
Xrcc5,0.62,0.851
Eri3,0.54,0.838
Gtf3c5,-0.35,0.963
Supt6,0.65,0.877
Brms1l,0.72,0.848
Rnf5,0.5,0.617
Uqcc3,0.63,0.664
Bmi1,-0.71,0.7
Cd82,-0.42,0.908
Cnst,0.21,0.972
Spats2,0.12,0.984
Mthfd1l,0.069,0.99
Tmlhe,-0.044,0.992
Kat2a,-0.65,0.746
U2surp,-0.49,0.605
Eif2ak3,-0.62,0.854
Sucla2,0.58,0.66
Rmnd5a,-0.4,0.945
Dmtn,-0.12,0.982
Pex16,0.37,0.936
Samsn1,0.53,0.586
Fam208b,0.74,0.797
Pdik1l,-0.85,0.792
Vegfb,0.58,0.699
Rnf26,-0.2,0.97
Fam193a,-0.15,0.98
Ints13,-0.75,0.855
Camk1d,-0.73,0.73
Fhad1,-0.32,0.949
Fam160b1,-0.81,0.881
Kptn,0.23,0.972
Cdk20,0.5,0.941
Tex2,-0.35,0.951
RP23-9L16.5,0.66,0.761
Psmg3,0.64,0.73
Smg5,-0.16,0.981
Zfp182,-0.61,0.888
Msantd2,-0.68,0.854
Fndc3b,0.63,0.887
Stk38l,-0.45,0.936
Abcb7,-0.6,0.895
Ppm1d,0.58,0.871
Ubiad1,-0.27,0.96
Ssrp1,-0.54,0.656
Rbks,0.63,0.855
Cd209a,-1.2,0.954
Speg,0.81,0.773
Bbc3,-0.58,0.855
Dctn3,0.47,0.614
Prkar2a,0.042,0.993
Atxn7,-0.66,0.9
Nfs1,0.71,0.72
B4gat1,-0.51,0.637
Acot8,-0.6,0.831
Mrpl14,0.68,0.681
Faf1,0.62,0.742
Cbx7,-0.54,0.941
Sdc4,0.35,0.955
Fancf,-0.32,0.972
Anapc15,0.71,0.794
Mtmr10,0.72,0.768
Csnk2a2,-0.53,0.9
Gtpbp1,0.7,0.828
Gpn3,0.71,0.833
Eno1b,0.55,0.855
Atg10,0.77,0.785
Fam126a,0.64,0.87
Usp42,-0.048,0.993
Dlg1,-0.17,0.976
Zgpat,0.61,0.855
Crebzf,0.65,0.843
Invs,-0.39,0.945
G2e3,0.68,0.838
Cuedc2,0.5,0.634
Taok2,-0.055,0.99
Ccdc130,0.62,0.881
Sipa1,-0.55,0.605
Zfp809,0.32,0.949
RP23-375N21.2,1.2,0.704
Ttc33,0.61,0.7
Slx4ip,-0.6,0.886
Gga2,0.77,0.823
Prdm1,0.72,0.808
Atg4c,0.042,0.992
Zfp944,-0.65,0.85
Gm47283,-0.6,0.757
Mlxip,-0.58,0.906
Rgl2,-0.59,0.654
Alox5,0.64,0.73
Naa35,-0.52,0.614
RP23-17C2.4,-0.43,0.945
Wrap73,0.67,0.757
Tyk2,-0.61,0.853
Lonp1,0.73,0.795
Tmco4,-0.017,0.997
Gbp9,0.65,0.829
Sfxn4,-0.32,0.954
Cyp2r1,0.68,0.848
RP24-163M14.3,0.66,0.871
Ndrg3,0.6,0.733
Trim33,-0.46,0.937
Dimt1,0.45,0.928
Glb1,0.59,0.648
Ino80d,-0.59,0.911
Chd3,-0.47,0.907
Trmt61b,0.27,0.963
Fastkd5,-0.36,0.95
Tgs1,-0.52,0.617
Ubfd1,-0.73,0.73
Lin37,-0.18,0.964
Abcb8,-0.63,0.806
RP23-180L15.3,-0.44,0.884
Ddx58,-0.77,0.823
Loxl3,0.28,0.954
Ahi1,-0.38,0.941
Mcts2,0.4,0.929
Fam105a,-0.39,0.52
Dgcr6,0.24,0.953
Zbtb49,-0.07,0.99
RP23-478P10.3,-0.12,0.985
Dusp3,0.55,0.884
Iqcc,0.0028,0.999
Tor3a,0.55,0.626
RP23-263B18.4,0.076,0.988
Zc3h7a,-0.59,0.62
Gphn,-0.32,0.949
Shc1,0.37,0.933
Ints3,0.74,0.823
Brf2,-0.42,0.941
Gnb1l,0.28,0.96
Yae1d1,-0.26,0.953
Map3k1,-0.61,0.851
Aste1,0.17,0.975
Snrpd1,0.73,0.69
Cep135,-0.063,0.991
Zfp40,-0.14,0.984
RP23-239I17.4,0.59,0.953
Dcun1d4,-0.2,0.971
Eps8,-0.4,0.942
Dnajc2,0.52,0.692
Ccdc61,-0.013,0.997
Arl10,-0.55,0.865
Kat7,-0.57,0.69
Mrpl55,0.64,0.669
Slc35a3,-0.61,0.803
Gimap9,-0.65,0.864
Phtf1,-0.64,0.81
Rgmb,-0.66,0.687
Atg7,0.62,0.854
Creld1,0.39,0.945
Mir703,0.36,0.93
Crtc3,0.69,0.859
Slc38a2,-0.55,0.62
Cdkn1c,-0.73,0.768
Zdhhc12,0.47,0.894
Rhbdd1,0.72,0.84
Sccpdh,0.71,0.748
Zer1,-0.49,0.923
Slc25a12,0.59,0.859
Ric3,-0.2,0.981
Clptm1,0.57,0.69
Tmem17,-0.27,0.957
Hacd4,0.65,0.698
Gmps,0.68,0.757
Gch1,-0.63,0.822
Sp2,0.3,0.949
Dnajc30,0.6,0.77
Hgh1,0.11,0.984
Ypel2,-0.28,0.96
Dpp9,-0.61,0.85
Tbc1d25,-0.28,0.96
Zc3h14,0.59,0.676
Sp140,-0.57,0.857
Lrpprc,-0.54,0.904
RP23-207N15.3,0.016,0.997
Snx19,0.59,0.859
Gkap1,0.53,0.886
Prr3,0.41,0.945
Zfp74,0.14,0.982
Sec16a,-0.62,0.859
Zyg11b,-0.62,0.817
Gpn2,-0.76,0.841
Rpl36al,-0.024,0.993
RP23-314A12.1,-0.54,0.655
Ibtk,-0.59,0.87
Polr2c,0.6,0.663
Cdk7,-0.53,0.705
Ppp2cb,-0.51,0.751
Guk1,0.69,0.729
Gemin6,0.81,0.84
Xaf1,0.64,0.747
Wdr73,0.63,0.805
Psmd13,-0.51,0.866
Thumpd2,0.71,0.805
Atp6v1g1,0.4,0.577
Ppp4r3b,-0.58,0.669
A430046D13Rik,-0.093,0.988
Psmc1,0.45,0.638
Ncoa6,-0.51,0.931
Ipo4,0.7,0.833
Rps6kc1,-0.76,0.83
Mlxipl,0.54,0.615
Dgcr2,0.67,0.768
Spidr,0.66,0.843
Mterf4,0.56,0.894
Abcd4,-0.5,0.916
Rab32,0.54,0.619
Blcap,0.52,0.888
mt-Rnr1,1.2,0.608
Zdhhc5,0.77,0.83
Zfp935,-0.36,0.939
Uap1l1,0.54,0.67
Nsa2,-0.48,0.895
Lbx2,0.11,0.989
Zfp426,0.55,0.882
Ahctf1,-0.55,0.884
Tmem184c,-0.69,0.782
Msh3,-0.38,0.945
Mrrf,-0.44,0.922
Siva1,0.67,0.841
Arl13b,0.45,0.942
Bicd2,-0.69,0.733
Fam102b,-0.55,0.576
Cog3,-0.55,0.908
Ngly1,-0.58,0.688
RP23-170I24.2,0.057,0.991
RP23-315I4.2,0.67,0.857
Tex10,0.66,0.729
RP23-276B20.1,0.73,0.828
Capns1,-0.53,0.713
RP23-82I5.2,0.4,0.942
Zfp317,0.47,0.926
Llgl1,-0.034,0.993
Zfp143,-0.69,0.799
Lrig2,0.45,0.928
Zfp532,-0.34,0.945
Slc39a9,-0.73,0.799
Zfp280d,-0.62,0.823
RP23-286I5.3,0.074,0.989
Srsf5,-0.43,0.576
Mtfmt,-0.56,0.909
Phpt1,0.48,0.884
Tmsb10,0.59,0.799
AC164158.1,0.21,0.955
Tmem260,-0.64,0.81
Ccdc71l,0.79,0.824
Zfp566,-0.74,0.92
Cpeb2,-0.57,0.889
Paqr7,0.56,0.69
Zbtb6,0.094,0.988
Gpx4,0.57,0.818
Faap100,0.47,0.911
Tbcd,0.38,0.945
Ube2m,-0.38,0.919
Chic2,-0.52,0.615
RP23-79F10.11,0.087,0.989
Dph3,0.68,0.757
Ebna1bp2,-0.52,0.658
Wscd1,-0.33,0.946
Pms2,-0.029,0.994
Mettl14,-0.61,0.832
AL365322.1,-0.44,0.923
Gin1,-0.66,0.829
RP24-64D24.3,-0.56,0.914
Pabpc4,-0.42,0.896
Hspbp1,0.6,0.741
Cdk19,-0.71,0.759
Jup,-0.12,0.98
RP23-179K7.3,0.22,0.958
Kmt2a,-0.71,0.788
RP24-408B13.1,-0.14,0.981
Eral1,-0.68,0.87
Tubgcp4,-0.46,0.91
Zfp664,-0.4,0.941
Nod1,0.28,0.953
Wdr55,-0.56,0.899
Ighm,0.41,0.531
Fam216a,-0.069,0.99
Rpp38,0.67,0.823
Hax1,-0.58,0.729
Cfl2,0.64,0.741
N4bp2l2,-0.55,0.666
Ppcs,0.66,0.771
Krr1,-0.65,0.762
Rai1,-0.61,0.913
Tmc7,0.53,0.878
Rpl10a-ps1,0.094,0.984
Med26,-0.45,0.893
Ngrn,0.58,0.747
Plpp6,0.64,0.859
Carhsp1,-0.21,0.972
Bend5,0.73,0.862
Ikbkb,0.53,0.65
Dennd5a,-0.66,0.743
Dhx35,-0.33,0.949
Dcakd,-0.71,0.773
Ago1,-0.83,0.849
Rap1a,-0.47,0.621
Rrn3,-0.16,0.976
Gtf3c3,0.54,0.896
Piezo1,-0.62,0.871
Rpl36a,0.53,0.688
Mmaa,-0.54,0.873
AC161207.1,-0.52,0.871
Rbm34,-0.65,0.753
Mfhas1,0.58,0.862
Rbm8a,-0.49,0.614
Tpcn1,-0.61,0.859
Trappc4,0.55,0.629
Ndufs1,0.54,0.678
Shmt2,0.23,0.955
Man2a2,0.54,0.867
Qrsl1,-0.29,0.951
Ptgs1,-0.35,0.532
Map3k8,-0.61,0.633
Ptp4a1,0.38,0.941
Stard5,0.67,0.85
Banp,0.68,0.789
Adap2os,-0.47,0.88
Stag2,-0.58,0.672
Nab2,0.0077,0.998
Slc25a32,-0.21,0.972
Zdhhc18,0.3,0.949
Smyd3,0.66,0.795
Nup107,-0.67,0.839
Dbp,0.66,0.823
Cinp,0.58,0.777
Dnlz,-0.6,0.743
Msh6,-0.19,0.979
Hist1h1e,1.2,0.847
Btaf1,-0.72,0.785
Cacul1,-0.27,0.951
Suds3,0.66,0.754
Zc3h15,-0.54,0.681
Neurl2,0.22,0.97
Abi2,-0.3,0.954
Smug1,-0.11,0.984
Ppp3r1,-0.63,0.805
Bcor,0.66,0.854
Ston2,0.4,0.945
Dcun1d2,0.63,0.854
Lilra5,-0.61,0.806
Impad1,-0.48,0.896
Ubqln4,-0.053,0.99
Acy1,-0.65,0.857
Zc3h10,-0.69,0.768
Tmem150a,-0.34,0.945
Ip6k2,-0.37,0.95
RP23-249P18.1,-0.54,0.899
Ppm1k,-0.48,0.918
R3hdm1,-0.56,0.703
Nasp,-0.28,0.953
Git1,-0.21,0.963
Rrp1b,0.63,0.757
Dpp3,0.64,0.757
Isyna1,0.57,0.654
RP23-256L12.2,-0.67,0.713
AC125061.1,0.5,0.891
Mrpl22,0.044,0.99
Araf,0.6,0.694
Orai1,0.44,0.614
Ap3m2,-0.62,0.841
Dph7,-0.57,0.859
Gpat4,0.6,0.693
Zfp64,-0.53,0.917
Pnpo,-0.64,0.757
Cdt1,0.22,0.958
Ctdsp2,-0.49,0.906
Zfp748,-0.4,0.945
Aim2,-0.28,0.955
Zbtb25,0.41,0.934
Pot1a,-0.65,0.796
Tha1,0.012,0.997
Heatr1,0.37,0.936
Rnf38,0.31,0.953
Tcta,0.71,0.772
RP23-116C19.1,-0.58,0.723
Utp6,-0.48,0.914
Slc12a4,-0.4,0.923
Dusp27,0.046,0.993
Polr3gl,-0.34,0.935
Spag7,0.52,0.805
Vps54,0.58,0.805
RP23-269H21.1,0.45,0.869
Ldah,0.61,0.706
Isoc2b,-0.53,0.882
Duoxa1,-0.45,0.908
Cd2bp2,0.5,0.877
Exoc3,-0.57,0.658
Dxo,0.32,0.945
Otud6b,0.64,0.797
Ccdc186,-0.69,0.782
Fxr2,-0.2,0.96
Slc25a11,-0.43,0.61
Pnrc1,-0.48,0.554
Gpr157,0.28,0.95
Mrpl23,0.54,0.74
Acadvl,0.59,0.69
Zbtb11,0.59,0.885
Spryd4,0.66,0.854
Lsm12,-0.44,0.902
Ubr5,-0.59,0.858
Mbtps2,-0.69,0.849
Asnsd1,-0.2,0.962
C2cd2,0.62,0.861
Nufip2,-0.55,0.677
Sgpl1,0.44,0.596
Zfp846,0.29,0.954
Rab6a,-0.65,0.687
RP24-482A24.5,0.45,0.61
Ciz1,-0.42,0.908
Klhl23,0.32,0.947
RP23-289H16.2,0.51,0.616
RP23-65G17.3,0.066,0.991
Rcc1l,-0.56,0.86
Erbb2ip,-0.68,0.748
Lars2,-0.16,0.98
Hs1bp3,-0.49,0.859
Mapk1ip1l,0.35,0.936
RP24-144H23.5,-0.81,0.843
Rps2,0.43,0.65
E2f3,0.2,0.972
Gclm,-0.66,0.801
Spsb3,0.48,0.881
Gm9843,0.49,0.829
Itpkc,-0.033,0.993
Nfx1,-0.52,0.678
Dbt,-0.37,0.926
Ppp1r12c,-0.58,0.7
Zfp677,0.5,0.913
Zcchc10,0.69,0.866
Csf2rb,-0.65,0.781
Adap1,-0.54,0.871
Eaf1,-0.55,0.87
Cactin,0.47,0.913
Zfp119b,-0.71,0.832
RP23-32C16.1,-0.53,0.867
Zfp35,0.5,0.885
Man1b1,-0.21,0.955
Zswim1,0.43,0.925
Selenbp1,-0.21,0.965
Osm,-0.62,0.678
Fgd3,0.15,0.981
Nudt13,0.68,0.822
Emc2,0.53,0.688
Fam214a,-0.51,0.888
Ap5m1,0.63,0.889
Suclg2,0.56,0.705
Adck1,0.66,0.838
Phf7,0.42,0.904
Bcdin3d,0.6,0.799
C2cd2l,0.32,0.942
Dpp8,0.55,0.85
Dtx4,-0.56,0.757
Hdac11,0.43,0.925
Slc25a19,0.63,0.772
Med22,0.64,0.744
Adgra3,0.15,0.976
Elavl4,-0.21,0.96
Rhot1,0.58,0.69
Kctd10,0.68,0.803
Mettl17,0.6,0.789
Pja1,0.53,0.7
Cxcl2,2.9,0.843
Pcgf5,0.61,0.862
Dedd2,0.56,0.877
Wasl,-0.69,0.785
Csmd3,-0.58,0.636
Cct8,0.45,0.612
Slc30a9,0.69,0.73
Myo18a,-0.65,0.854
Mtmr3,-0.65,0.773
Clybl,-0.08,0.99
Galm,0.64,0.849
Ext1,0.39,0.933
Arhgef3,0.44,0.892
Cpe,-1.4,0.871
Sufu,-0.4,0.94
Ppm1m,0.65,0.803
Itfg2,-0.031,0.994
Snap47,0.56,0.754
Wdr11,-0.55,0.876
Mrnip,-0.22,0.964
Cbfb,-0.57,0.729
Ccser2,0.64,0.854
Ptp4a3,-0.47,0.682
Ate1,-0.53,0.685
Hectd3,-0.088,0.99
Agfg2,-0.49,0.895
Pcyox1l,0.031,0.993
Slc25a46,-0.68,0.743
Scarf2,0.27,0.953
Agmo,-0.62,0.664
Tnfsf12,0.093,0.984
Zdhhc20,-0.45,0.614
Clp1,0.62,0.76
H6pd,-0.27,0.954
Mpg,0.6,0.85
Chst1,0.0033,0.999
Desi1,-0.46,0.908
Adgrg1,-0.46,0.568
Gsap,0.58,0.693
Parp10,-0.26,0.954
Ndufaf6,0.65,0.833
Pdcl,-0.63,0.785
Gnb1,0.46,0.617
Trmu,-0.41,0.937
Zbtb7a,-0.57,0.664
Sh2b1,-0.037,0.993
Rabl2,0.59,0.87
Vps8,-0.52,0.861
Zfp942,-0.62,0.813
Fkbp15,0.48,0.679
Chmp7,0.61,0.746
Gnai2,-0.43,0.56
Lhfpl2,-0.65,0.64
H2-DMb2,-0.4,0.94
Rnf170,0.29,0.945
Slc9a3r1,-0.6,0.678
Prune2,0.25,0.96
Parl,-0.57,0.694
Mrpl44,0.6,0.757
Fos,-0.63,0.476
Srgap2,-0.39,0.583
Nup35,0.26,0.952
Zfp593,-0.53,0.882
Gm22107,-0.32,0.941
Plagl2,0.21,0.97
Zfp931,-0.11,0.984
Pirb,0.63,0.85
Zfp263,0.55,0.886
Tmco6,0.43,0.917
Safb2,-0.57,0.762
Ttc9,0.006,0.999
Tgif1,-0.47,0.605
Ranbp6,-0.51,0.881
Tmtc4,0.54,0.906
Il1rl2,-0.53,0.854
Tmem50b,0.44,0.606
Mettl10,0.57,0.853
Atp11c,0.21,0.975
Ick,-0.12,0.98
Angptl7,-0.58,0.812
Sclt1,-0.46,0.895
Nlrp3,-0.7,0.775
Psmd3,-0.53,0.677
Orc4,0.58,0.707
RP23-383I4.10,0.56,0.858
Exo5,0.47,0.922
Tmem192,0.58,0.753
Ppil1,-0.46,0.921
Brcc3,-0.64,0.762
Nudt2,-0.51,0.903
Sorl1,-0.58,0.864
F13a1,-0.22,0.986
Ints14,0.61,0.769
Cdk5r1,0.4,0.929
Zdhhc4,0.61,0.832
Rdm1,0.56,0.843
Ssu72,0.55,0.619
Kansl2,0.18,0.96
Surf4,0.39,0.605
Ficd,0.11,0.984
Slc9a8,-0.29,0.947
Mb21d1,-0.52,0.879
Rbl2,0.52,0.878
Ccdc32,-0.73,0.799
Ago3,-0.58,0.866
Max,0.51,0.844
Srsf1,-0.52,0.725
Kdm7a,-0.78,0.764
Gpsm1,-0.38,0.941
Col4a3bp,0.14,0.98
Ralgps2,-0.64,0.756
AC159257.6,-0.13,0.982
Ankrd17,-0.98,0.788
Usp33,-0.55,0.72
Rbm4b,-0.65,0.843
Csgalnact2,-0.6,0.848
Rsrc1,-0.57,0.704
Ddx10,0.62,0.81
Hnrnph1,-0.6,0.634
Rabepk,0.55,0.878
Scaf4,-0.39,0.927
Dalrd3,0.51,0.756
Adcy7,-0.6,0.737
Asxl1,-0.1,0.984
Slk,0.62,0.743
Zfp958,-0.38,0.945
Paox,-0.079,0.986
Tecr,0.39,0.604
Med21,0.54,0.697
Dmxl1,-0.67,0.818
Tnfsf9,1.8,0.723
Faap24,0.21,0.966
Flna,-0.27,0.951
Gstt2,0.5,0.921
Phlda1,0.34,0.955
Guf1,0.31,0.942
Tfdp1,-0.2,0.96
Dcaf13,0.56,0.741
Gtpbp2,-0.52,0.855
Bnip1,0.47,0.897
Actr1a,0.55,0.703
Tmem106c,0.19,0.959
Zfp524,0.063,0.99
Hk1,-0.15,0.975
Galnt4,-0.68,0.761
Tia1,-0.6,0.748
Traf6,-0.016,0.996
Def6,-0.42,0.902
B9d2,-0.57,0.757
Slc35e4,0.3,0.945
Opa3,-0.58,0.859
Ikbkg,0.55,0.833
Sod2,-0.56,0.681
Stbd1,-0.62,0.88
Ndfip1,0.62,0.708
Eya4,0.29,0.949
Sec24d,-0.41,0.924
Sptlc2,-0.44,0.648
Rps12,0.59,0.7
Tra2b,-0.35,0.586
Ints4,-0.65,0.768
Ice2,0.36,0.947
Siglece,-0.47,0.831
Mlec,0.56,0.681
Azin1,-0.57,0.714
Mpp5,-0.63,0.851
Wtap,0.18,0.96
Fem1a,0.41,0.922
Dok3,-0.62,0.708
Adrbk1,-0.52,0.666
Hsd17b11,-0.34,0.941
Lrrc39,-0.29,0.952
B3gat3,0.51,0.791
Coq3,-0.51,0.887
Csnk2a1,-0.59,0.843
Cog1,0.5,0.855
Mthfd2,0.63,0.795
Qsox2,-0.0042,0.999
Mtrf1,-0.34,0.943
Tmem71,-0.63,0.801
D2Wsu81e,0.55,0.858
Pex6,-0.65,0.855
C1rl,0.14,0.98
Dus2,0.66,0.823
Zranb2,-0.5,0.657
Kbtbd7,-0.51,0.877
Whamm,-0.33,0.941
Zcchc2,-0.35,0.945
RP24-127M20.2,-0.58,0.667
Pfdn6,0.43,0.87
RP24-372E2.1,-0.62,0.87
Polr3d,-0.3,0.942
Gas2l1,0.68,0.866
Sssca1,-0.57,0.806
Polb,-0.55,0.74
Hypk,0.2,0.958
Secisbp2l,-0.65,0.706
Gfm2,-0.49,0.858
Xpo6,-0.63,0.806
Cdc25a,0.15,0.974
Rbm17,-0.52,0.685
Zmym4,0.079,0.989
Atp5sl,0.41,0.895
Milr1,0.67,0.828
Zfyve19,0.54,0.7
Helz,-0.53,0.873
Alkbh2,0.53,0.843
Tmem18,-0.17,0.974
Atg13,0.26,0.949
Fkbp9,0.6,0.767
Ccdc25,-0.45,0.886
Lrrc3,-0.59,0.655
Slc38a7,0.46,0.859
Clpp,0.53,0.696
Unc119b,-0.39,0.925
Atf7ip,-0.63,0.758
Gstp1,0.51,0.77
Ppp2r3d,-0.5,0.831
Kbtbd3,-0.65,0.808
Cr1l,-0.48,0.639
Xrcc6bp1,-0.49,0.913
Ttc39b,-0.57,0.772
Tmem64,-0.63,0.703
Cdc27,-0.48,0.855
Cbfa2t3,-0.55,0.805
Lyst,-0.038,0.993
Sf3b4,-0.56,0.768
Mrpl23-ps1,-0.15,0.966
Tstd2,0.45,0.889
Ttc19,0.071,0.992
Rsu1,0.43,0.619
Ppp2r3c,-0.45,0.885
S100a13,0.55,0.717
Gtpbp6,0.14,0.975
Haus7,-0.64,0.83
Cmas,0.44,0.663
Slc36a4,0.24,0.957
RP23-466C10.2,-0.074,0.99
Pacrgl,-0.22,0.96
Tmc6,0.64,0.807
Cdkn2aip,0.57,0.808
Ccnt1,0.19,0.966
Akr7a5,0.64,0.742
Tgfbi,0.56,0.74
Tcea2,0.14,0.979
Tyms,0.61,0.868
Abhd5,-0.67,0.799
Pop4,-0.62,0.833
Osbpl1a,-0.68,0.773
Pou2f1,-0.3,0.943
Mrps28,0.63,0.713
Dpm1,-0.47,0.871
Slfn8,0.57,0.768
Homez,-0.51,0.88
Cd320,-0.6,0.831
Utp14a,0.54,0.884
Sh3bgrl,-0.036,0.993
Trim32,0.14,0.976
Tceal9,0.61,0.67
Armc3,-0.62,0.805
Extl2,0.61,0.859
RP23-418M3.5,0.029,0.993
Taldo1,0.4,0.605
Sgf29,0.59,0.844
Gpatch2l,-0.55,0.808
Rffl,-0.53,0.795
Nudt6,-0.54,0.832
Gsk3b,-0.62,0.797
Rexo1,-0.68,0.77
Rprd2,-0.55,0.882
Spr,0.062,0.989
Xrcc1,0.52,0.859
Nsrp1,0.62,0.718
Trp53,-0.53,0.681
Elof1,0.52,0.78
Ppp1r15b,-0.57,0.805
Golga1,-0.58,0.788
Ap5z1,-0.19,0.972
Fgd2,-0.41,0.575
Alkbh7,0.65,0.788
Slc3a2,0.39,0.56
Eif2ak4,0.13,0.981
Mtm1,0.38,0.937
C2cd3,-0.17,0.967
Shkbp1,-0.57,0.832
Trip4,-0.59,0.832
Zbtb37,-0.67,0.867
Mpv17l2,0.024,0.993
Tmx3,-0.56,0.705
Rasa1,0.61,0.762
Tmem97,0.61,0.871
Atp13a2,0.64,0.757
Pdap1,0.59,0.808
Taf1a,-0.39,0.907
Pck2,0.54,0.831
Sap30l,0.48,0.854
Slc41a3,-0.61,0.823
Platr25,0.073,0.989
Far1,0.48,0.67
Chst8,-0.61,0.854
Ola1,0.55,0.859
Ctnnal1,-0.44,0.87
Snx8,-0.13,0.98
Lmo4,-0.33,0.936
Mbd2,0.58,0.815
Arap3,-0.59,0.794
Churc1,0.55,0.801
Alkbh8,0.47,0.913
Ptprm,0.63,0.823
Aldh9a1,0.5,0.744
Ncoa1,0.42,0.92
Dph6,0.53,0.88
Slc16a6,-0.42,0.618
Gtf2f2,-0.68,0.843
B330016D10Rik,0.28,0.945
Hivep3,0.55,0.71
Rdh11,-0.55,0.866
Stx17,-0.5,0.881
Tm9sf3,0.4,0.608
Tprn,-0.28,0.945
Top3b,-0.6,0.81
Stk16,0.6,0.768
Mospd3,-0.17,0.961
Sh2d3c,0.35,0.929
Vrk1,-0.55,0.682
Armc7,0.54,0.862
Ccl24,1.2,0.877
Pigq,0.63,0.792
Usp9x,0.37,0.926
Taf8,0.18,0.964
Ncoa5,-0.22,0.96
Retsat,0.54,0.823
Odc1,0.4,0.903
Pspc1,0.46,0.911
Lmf2,-0.64,0.785
Pdxk,-0.11,0.98
