gene_name,logFC,adj.P.Val
Mrpl35,-0.65,0.482
Dopey1,-0.62,0.768
Gbp3,-0.63,0.616
Zkscan7,0.33,0.904
Fry,-0.58,0.808
RP23-116M12.2,-0.089,0.984
Bach2,-0.68,0.687
Ptcd3,-0.37,0.875
Ssh1,0.48,0.825
Zbtb34,-0.29,0.927
Tmbim1,0.54,0.471
Sh3glb1,-0.27,0.331
Edn1,-0.59,0.74
Mcm9,-0.45,0.88
RP23-1K14.1,0.0048,1
Thoc5,-0.48,0.583
Cdk8,-0.49,0.804
Polk,-0.48,0.833
Ctnnbip1,-0.51,0.535
Fcrl1,-0.98,0.43
Rfwd3,0.26,0.91
Cdyl2,0.095,0.985
Npepl1,0.46,0.492
Ap4b1,-0.21,0.938
Ikzf1,-0.45,0.421
Ppp6r1,-0.5,0.598
Arhgef7,0.55,0.822
Plekha8,-0.2,0.946
Bloc1s6os,-0.24,0.948
Sumf2,0.52,0.552
Acad12,-0.2,0.948
Iqcb1,0.51,0.847
RP23-17C12.7,0.39,0.88
Lin9,-0.59,0.784
Nhej1,-0.46,0.864
Mthfd2l,0.13,0.968
Pdcd2,0.51,0.591
Ccr2,0.0051,1
Mcub,0.69,0.842
Gabbr1,-0.59,0.748
Pip5k1c,-0.56,0.583
Rpgrip1l,-0.57,0.808
Atp5g2,-0.12,0.965
CAAA01118383.1,-0.1,0.977
Cxxc5,-0.29,0.362
Pgap2,0.59,0.607
RP23-479J7.2,-0.2,0.952
Ipo5,-0.7,0.69
AC122291.2,0.28,0.897
Rps8,0.43,0.414
Dnajb9,0.38,0.453
Zfp212,-0.11,0.973
Tnrc18,-0.078,0.982
Got2,0.48,0.778
Dcp2,0.64,0.698
Ttf2,-0.12,0.974
Snord13,0.25,0.923
Cluh,-0.3,0.909
Cd38,0.35,0.926
Rpp38,0.61,0.629
Armc9,0.23,0.95
Morn2,0.5,0.841
Trim41,-0.25,0.938
Rab39,-0.49,0.493
Parp6,-0.21,0.943
Dlc1,-0.31,0.891
Gmcl1,-0.53,0.524
Arl15,0.21,0.946
Zbtb14,-0.32,0.89
Atr,-0.44,0.889
Ankrd39,-0.51,0.848
Urm1,-0.32,0.895
Rbpms,-0.49,0.536
Ybx3,0.5,0.503
Mthfr,-0.26,0.933
Pdp2,-0.29,0.914
Ddx23,-0.61,0.622
Cept1,0.38,0.4
Zfp39,-0.14,0.967
Dnase2a,0.32,0.396
Yipf3,0.43,0.463
RP24-89A4.2,-0.17,0.964
Arl10,-0.53,0.711
Lss,-0.11,0.982
Malt1,0.42,0.852
Stk24,0.12,0.97
Padi2,-0.43,0.834
Klhl23,-0.59,0.735
Pdk2,-0.42,0.816
Scoc,-0.3,0.371
Ppp2r1b,-0.55,0.474
Ears2,0.53,0.868
Abcb7,-0.61,0.73
Gsg2,-0.72,0.773
Rdh10,0.57,0.796
Alg2,0.25,0.918
Dand5,-0.084,0.979
Cep120,0.3,0.917
Prkar1b,0.67,0.575
Kctd11,-0.27,0.926
RP23-468D17.1,0.017,0.999
Arfgef2,-0.16,0.958
AC015800.4,-0.047,0.991
Wdr92,0.57,0.657
Mapk1,0.52,0.48
Hipk3,-0.61,0.706
Mthfsd,0.48,0.843
Bcl7c,-0.043,0.989
Foxn2,0.24,0.926
Cbll1,-0.69,0.565
Trp53inp1,-0.21,0.948
RP23-291B1.2,-0.6,0.816
Tssc1,-0.52,0.556
Ppp2r5e,-0.39,0.893
H1f0,0.76,0.439
Hist2h2be,-0.4,0.895
Aasdh,-0.42,0.845
Nf1,-0.36,0.912
RP24-122D14.1,0.29,0.927
Zfp783,-0.25,0.935
Herpud2,-0.4,0.463
Rufy2,0.28,0.926
Zfp677,-0.62,0.724
RP23-87D8.4,-0.43,0.862
Platr25,0.55,0.714
Kdm4b,-0.24,0.925
Trappc12,-0.49,0.508
Actr5,0.79,0.698
Trim56,0.34,0.91
Mrto4,-0.43,0.803
Pigo,0.14,0.961
AC131065.2,0.46,0.559
Fam120a,-0.7,0.616
Entpd5,0.041,0.991
Polr3b,0.5,0.82
Tmem186,-0.56,0.638
Topbp1,0.46,0.841
RP24-267I24.2,-0.076,0.991
Hlx,-0.081,0.978
Mier3,0.032,0.995
Dhdds,0.62,0.677
Slc19a1,0.67,0.61
Slc25a53,-0.24,0.938
D2hgdh,-0.55,0.769
Cep290,0.61,0.603
Klhdc1,0.23,0.939
Adprm,-0.6,0.534
Glo1,0.48,0.509
Bach2os,-0.053,0.988
Efl1,0.6,0.688
Cnnm2,0.21,0.955
Dtwd2,0.022,0.997
Zfp958,-0.7,0.726
R3hdm2,0.16,0.952
Rrm2b,0.49,0.821
Gpsm1,0.63,0.722
RP23-286I5.3,-0.43,0.787
Ensa,0.4,0.476
Tssc4,-0.47,0.527
Ccdc71,0.39,0.843
Trappc10,-0.47,0.515
Zfp787,-0.65,0.675
Prcc,0.33,0.878
Setd4,-0.35,0.868
Taok2,-0.42,0.825
Phtf1,-0.54,0.624
Fut10,0.49,0.847
Shprh,-0.56,0.616
Trub2,0.17,0.95
Smyd4,0.49,0.788
Camsap1,-0.56,0.761
Zfyve1,0.35,0.871
Ipo4,-0.62,0.651
Txndc11,0.54,0.552
Gin1,-0.58,0.64
RP23-419G21.6,-0.055,0.988
RP23-344D2.9,0.39,0.865
Lrrc3,-0.48,0.434
RP23-353K7.9,-0.1,0.977
Msl2,-0.61,0.69
Gsk3a,0.19,0.932
Rmdn3,0.54,0.575
Gorab,0.27,0.938
Zfp954,0.44,0.851
Tmem167,0.45,0.422
Sec61g,0.1,0.965
Isoc2b,0.55,0.677
Eif4g3,-0.54,0.54
AC159257.5,-0.5,0.637
Fyn,0.63,0.67
Lman1,0.33,0.406
Lppos,-0.37,0.894
RP23-313J14.6,0.35,0.91
Pfdn6,0.46,0.66
Rcn2,0.36,0.406
Dennd2c,-0.68,0.629
Them4,0.39,0.881
Dvl2,-0.43,0.847
Ndufaf5,-0.49,0.835
Snhg17,0.11,0.972
Zfp788,-0.21,0.941
Scrn2,-0.16,0.961
Cep57l1,-0.51,0.807
Htatsf1,0.47,0.532
RP24-456P10.1,0.34,0.908
Itpkb,0.22,0.951
Fbrs,-0.045,0.99
Fam13b,-0.56,0.712
Arnt,0.24,0.923
Zfp763,-0.052,0.99
Ccar2,-0.54,0.683
Slc35e4,-0.55,0.677
A430046D13Rik,-0.51,0.784
RP23-349B16.3,-0.55,0.762
Ndor1,-0.41,0.868
Oma1,0.42,0.474
Tmem38b,0.21,0.932
Yod1,0.49,0.855
Noc3l,-0.12,0.97
Ralgps1,-0.5,0.817
Flywch1,-0.55,0.611
Polr1a,-0.54,0.587
Sun1,-0.48,0.621
Wdr82,-0.62,0.659
RP23-39I4.9,0.15,0.946
Larp7,0.52,0.549
Drosha,-0.45,0.816
Daam1,0.31,0.9
Snhg12,-0.065,0.984
Prr14,-0.44,0.453
Osbpl8,0.7,0.655
Bcl2l1,0.53,0.522
Sept10,-0.5,0.654
Neil1,-0.029,0.997
Mob4,-0.44,0.421
RP23-99B10.2,0.31,0.876
Fam107b,-0.58,0.538
Ankrd13d,-0.52,0.862
Zbtb25,0.55,0.752
Pop4,0.58,0.593
Hspb11,0.5,0.864
D930015E06Rik,0.59,0.671
Skp2,-0.59,0.812
Slc37a4,-0.51,0.599
Slf2,0.59,0.525
Capn10,0.15,0.961
Zswim4,-0.51,0.781
Tmco6,0.54,0.719
Chd8,0.56,0.784
Dtd2,-0.49,0.529
Chst11,0.2,0.959
Ttc8,0.46,0.764
Pde4dip,-0.58,0.597
Ccdc17,-0.47,0.806
Magohb,0.66,0.723
Disc1,-0.091,0.983
Srgap2,-0.3,0.356
Hnrnpa0,0.075,0.986
RP23-388P2.5,0.36,0.885
Sec61b,0.37,0.438
Mrps26,0.49,0.492
Akr1e1,0.48,0.508
Ehbp1l1,-0.49,0.523
WI1-1003N17.1,-0.027,0.993
Incenp,-0.55,0.792
Pacs1,-0.52,0.745
Oser1,0.43,0.751
Foxk2,-0.39,0.852
Lin37,-0.37,0.813
Pcsk7,-0.56,0.551
Entpd6,0.14,0.96
Dlat,-0.52,0.523
Sfxn4,-0.53,0.812
Traf6,-0.44,0.791
Rgs7bp,-0.33,0.918
Zfp40,-0.4,0.897
Smap1,0.41,0.439
Snap29,0.49,0.738
Klf11,-0.078,0.981
RP24-443B5.1,-0.015,1
Immp2l,0.57,0.715
Ccdc91,0.64,0.754
Ccdc94,-0.25,0.893
Cmc4,0.45,0.817
Nmi,0.54,0.506
RP24-408B13.1,-0.32,0.901
Zcchc4,-0.63,0.761
Snx16,-0.27,0.924
Stxbp1,0.24,0.921
Taf1,-0.53,0.679
Sh3bp2,-0.47,0.797
Srsf11,-0.32,0.377
Camsap2,0.24,0.923
Zc4h2,0.41,0.873
Dvl1,-0.56,0.63
Gngt2,0.33,0.375
Rps9,0.3,0.346
Adcy7,-0.49,0.514
Nod1,0.49,0.789
Washc1,-0.074,0.984
Gcsh,0.59,0.582
Zfp707,0.15,0.961
Ric8b,-0.48,0.827
Coprs,0.55,0.552
Fam195b,0.37,0.384
St6galnac4,-0.35,0.416
Zfyve27,-0.57,0.567
Chst15,-0.35,0.87
Srpk2,-0.43,0.459
H2afv,0.43,0.44
Edc4,-0.61,0.574
Acsl1,-0.55,0.52
Mcts2,-0.44,0.801
Pter,0.28,0.929
Hnrnpll,0.57,0.706
Jdp2,0.0075,1
Bri3,0.14,0.955
Cpt1a,0.41,0.867
Lrrc45,-0.56,0.655
Dcun1d4,-0.41,0.851
Acer3,-0.34,0.378
Ptbp2,-0.53,0.708
RP23-68E4.3,0.48,0.687
Casp2,-0.57,0.723
Supt4a,0.38,0.448
Nudt18,0.48,0.567
Usp42,0.32,0.909
St3gal4,0.42,0.875
Cd276,-0.67,0.76
Firre,-0.46,0.817
Mus81,0.56,0.691
Mtmr6,-0.45,0.433
RP24-273K21.3,-0.45,0.613
Sdha,0.39,0.379
Kdm2a,-0.57,0.559
Mks1,0.28,0.91
Cep68,-0.62,0.645
Lmbrd2,-0.57,0.8
Enpp1,0.25,0.926
Snx1,0.35,0.455
Snx27,-0.64,0.712
Rabggtb,0.55,0.619
Eno3,0.58,0.659
Nsun5,-0.45,0.552
Tspan3,0.34,0.37
Rnf26,-0.29,0.9
Tdrd3,-0.16,0.958
Fam168a,0.57,0.611
Trim12c,0.38,0.866
Rab1a,-0.28,0.367
Nsun3,-0.068,0.987
Zfp945,0.55,0.571
Igfbp4,-0.6,0.592
Lrrc40,0.46,0.664
Arsa,-0.42,0.543
Wdr20,0.53,0.535
Oxr1,-0.39,0.455
Mov10,0.46,0.839
RP23-478P10.3,0.5,0.789
Scmh1,-0.47,0.764
Map4k2,-0.18,0.961
Lefty1,-0.56,0.518
Plxnb2,-0.52,0.484
Card6,-0.45,0.803
Dgcr2,0.53,0.584
Rfc2,0.38,0.461
Efnb1,-0.43,0.791
Glud1,-0.4,0.433
Mbd1,0.59,0.631
Pxdc1,0.18,0.955
Gstm4,-0.45,0.877
Znrd1as,-0.2,0.938
Ubqln4,-0.43,0.815
Srrm2,-0.44,0.351
Rbm8a2,0.057,0.984
Fnta,0.38,0.433
Dcps,-0.4,0.583
RP24-221D13.1,0.23,0.904
Xpa,0.61,0.616
Nol9,-0.5,0.742
Klf7,-0.49,0.514
Hgh1,-0.26,0.917
Rsrp1,0.28,0.321
Sos2,-0.5,0.828
Cbr3,-0.59,0.762
Vrk3,-0.47,0.492
Rccd1,-0.32,0.913
Hsdl1,-0.44,0.484
Mpg,0.55,0.663
Arhgef18,0.15,0.965
Tatdn1,0.57,0.66
Simc1,-0.1,0.97
Mcph1,0.017,0.998
Blvra,0.38,0.476
Nras,-0.47,0.546
Cpsf4,-0.56,0.552
Mrps18b,-0.26,0.89
Tspyl2,-0.12,0.965
Agfg2,-0.52,0.724
Aasdhppt,-0.55,0.545
Pcca,-0.5,0.571
Med21,0.42,0.486
Rtn4,-0.47,0.476
Parg,0.6,0.697
Prdm10,0.029,0.994
Zfp280d,-0.51,0.655
Rasal2,-0.47,0.814
RP23-457F4.2,0.34,0.91
Limk2,0.033,0.994
Fam76a,0.54,0.592
Pex12,0.49,0.808
Polrmt,0.26,0.933
Sp1,-0.64,0.636
Prdm1,-0.56,0.671
Mtmr9,-0.15,0.965
Orc4,0.47,0.51
Pgrmc2,0.5,0.559
Nlrp3,-0.57,0.552
Cd82,-0.33,0.84
Pyroxd2,-0.46,0.817
Anapc5,0.38,0.439
Timm44,0.57,0.583
Otud7b,-0.28,0.897
Gclm,-0.56,0.614
Egr3,-0.63,0.706
Stk38,-0.43,0.492
Nlrp1b,0.37,0.859
Galk2,0.56,0.574
Zfp608,-0.5,0.774
Sclt1,-0.5,0.667
Ostm1,0.49,0.504
Katnb1,-0.51,0.712
Fam89a,-0.48,0.688
Trpm2,-0.54,0.706
Tfdp1,-0.44,0.779
Pomk,-0.5,0.768
Acadl,-0.38,0.458
Ogfr,0.47,0.528
Vwa5a,-0.4,0.433
Ccnt1,-0.46,0.821
Rad50,-0.46,0.491
Tpm1,0.47,0.816
Slc20a1,0.29,0.894
Ddx52,0.46,0.535
Eya4,0.53,0.752
Dimt1,0.45,0.819
Pigg,-0.12,0.972
Zfp961,0.046,0.988
RP23-331D17.4,-0.095,0.977
Zfp276,-0.5,0.843
Spns1,-0.46,0.521
Ccnd2,-0.22,0.955
Neurl2,0.49,0.821
Gon4l,-0.26,0.91
Pusl1,-0.57,0.684
Poldip3,-0.5,0.516
Gab2,-0.45,0.687
RP23-78N8.3,-0.15,0.964
Spats2,-0.12,0.965
E4f1,-0.57,0.607
Zmiz2,-0.22,0.938
Creb5,-0.17,0.961
Deaf1,0.2,0.934
Terf2,-0.57,0.787
Trmt11,-0.51,0.611
Sik3,-0.33,0.897
Snrnp35,0.46,0.787
Ift81,0.28,0.91
Fam129a,0.56,0.745
Cdk20,0.58,0.79
Tbc1d20,0.47,0.704
Tnpo3,-0.5,0.518
Ago1,-0.7,0.714
Grpel1,0.36,0.459
Cog4,0.48,0.586
Clp1,0.51,0.557
Adap2,-0.45,0.423
Fam219b,-0.61,0.67
Srm,0.42,0.456
Fgd3,-0.47,0.848
Usp46,0.28,0.91
RP23-354A20.1,0.072,0.983
Wdr5,-0.51,0.701
Birc2,-0.48,0.544
Sc5d,0.59,0.564
Fbxw2,-0.46,0.516
Snx5,-0.29,0.351
Trabd,-0.59,0.617
Zfp846,0.46,0.838
RP23-218L17.1,-0.47,0.792
Tmco4,-0.056,0.989
Mapkapk3,0.48,0.706
Zfp952,0.031,0.994
Grpel2,0.55,0.633
Sart3,-0.62,0.619
Coa5,0.51,0.554
Ip6k2,-0.58,0.803
Nrbf2,-0.32,0.884
Trim68,-0.0087,1
RP23-17C2.4,-0.43,0.88
Supt7l,0.14,0.959
RP23-386A10.2,0.25,0.908
Tor4a,-0.58,0.545
RP24-341K21.5,0.48,0.688
Mad2l1,-0.27,0.926
Utrn,-0.094,0.976
Opa3,-0.55,0.686
Rbpj,-0.53,0.629
Wdr47,0.057,0.989
Aes,0.47,0.569
Chd1l,0.27,0.919
Zfp2,-0.18,0.946
Cnst,-0.026,0.995
Cbx5,0.39,0.897
Arvcf,-0.48,0.581
Zfp119a,0.65,0.767
Gpr137b,0.42,0.554
Wdr61,0.38,0.453
Tmem165,-0.4,0.459
RP24-194D17.3,0.33,0.445
RP23-452K4.2,0.34,0.401
Wbp11,-0.4,0.48
Zbtb11,-0.55,0.755
Ubqln2,-0.26,0.916
Spag7,0.43,0.653
March8,-0.55,0.664
Ift43,0.33,0.892
Tsnax,0.47,0.519
Utp23,0.61,0.655
Tbl1x,-0.51,0.587
Rapgef2,-0.24,0.918
Jade1,-0.41,0.854
Anapc7,-0.6,0.594
Mrps23,0.52,0.593
Zfp748,0.47,0.856
Atg16l1,-0.53,0.617
Vps33b,0.45,0.851
Akap11,-0.3,0.91
Pphln1,0.52,0.692
Zfp688,0.57,0.616
Zfc3h1,-0.58,0.684
Zfp729b,-0.1,0.974
Ston2,-0.58,0.772
Phf12,-0.4,0.832
Lig1,0.54,0.797
RP23-45A13.4,0.46,0.865
Morc2a,0.072,0.983
Tug1,-0.46,0.677
Zfp799,-0.39,0.828
Apool,0.55,0.602
Tex2,-0.26,0.924
Trmt2b,-0.54,0.704
Tmem70,-0.48,0.474
Mepce,-0.48,0.768
Bphl,0.64,0.636
Ttc9,-0.44,0.852
Rnf135,-0.45,0.524
Mycbp2,-0.43,0.425
Psmf1,-0.43,0.495
Smim13,0.4,0.847
Mprip,0.57,0.659
Ubiad1,-0.18,0.948
Rbl1,-0.14,0.959
Lrrc14,0.61,0.708
Cdk14,0.3,0.901
Thumpd3,0.47,0.483
Mrpl44,0.48,0.567
Pom121,-0.11,0.97
Mtfp1,0.22,0.938
Tnrc6c,0.39,0.817
Pelp1,-0.27,0.901
RP23-220F20.2,0.39,0.875
Anks6,0.095,0.975
Sco1,-0.37,0.865
Apbb1,-0.57,0.758
Klhdc3,-0.45,0.552
Tmem192,0.46,0.543
Hace1,0.18,0.946
Slc48a1,0.46,0.529
Ankrd17,-0.82,0.611
Ube2i,-0.46,0.68
Zfp235,-0.17,0.942
Il15ra,-0.51,0.601
Zfp160,-0.49,0.679
Pdap1,0.51,0.599
Acot8,-0.45,0.697
Pik3ap1,-0.52,0.751
Dnmt1,-0.38,0.885
Gm6467,-0.18,0.919
Ankrd11,-0.4,0.434
Cd101,-0.12,0.961
Ankmy2,-0.49,0.768
Pum2,-0.61,0.67
Rnaseh2c,0.44,0.514
Acd,-0.42,0.539
Nup153,-0.031,0.991
Nudcd1,0.058,0.989
Rrp15,0.58,0.636
Calm2,-0.26,0.3
Mrm1,-0.42,0.758
Bcas3,-0.52,0.7
Katnbl1,-0.57,0.719
Rnf31,0.33,0.897
Orc6,0.49,0.739
Pabpc4,-0.34,0.82
Card9,0.44,0.795
Dctn3,0.34,0.426
Sephs2,-0.47,0.567
Dlg3,-0.14,0.955
Hacd3,0.47,0.469
Acadsb,-0.51,0.546
Mtmr4,-0.52,0.692
Cacna1d,0.26,0.9
Hmg20b,0.44,0.696
Asnsd1,-0.28,0.89
Fdxr,0.23,0.931
Yipf6,0.5,0.63
Atp11c,0.43,0.875
Top1mt,0.14,0.959
Polr2j,0.41,0.464
RP23-315I4.2,0.53,0.74
Zfp53,0.43,0.872
Dusp28,-0.17,0.955
Brms1,0.44,0.529
Stk19,0.43,0.718
Smg5,-0.012,1
Nr1h2,0.4,0.665
Mgmt,0.17,0.957
Rpl29,0.41,0.621
Inpp5b,0.43,0.809
Ipcef1,-0.27,0.91
Slc7a6,0.038,0.992
Trove2,-0.17,0.957
Lyst,-0.46,0.828
Akap7,-0.44,0.691
Ipo8,-0.18,0.948
Ric3,-0.077,0.987
Igsf6,-0.37,0.494
Cenpv,0.49,0.727
RP24-221F4.2,-0.48,0.492
Hyi,0.41,0.797
Tecpr1,-0.067,0.981
Atg4c,-0.12,0.961
Nid2,-0.087,0.978
RP23-94B13.9,0.42,0.49
Rnf170,-0.41,0.812
Suox,-0.42,0.803
Disp1,0.13,0.958
Mrpl23-ps1,0.33,0.826
Cp,-0.38,0.875
Map3k14,-0.46,0.667
Glrx,0.02,0.995
Nrip1,-0.42,0.404
Snapc3,-0.57,0.615
Tamm41,-0.57,0.62
Map3k5,-0.21,0.946
Fbxl14,-0.3,0.867
St7,0.58,0.736
Bbx,0.43,0.599
Dnajb6,0.36,0.518
Dusp2,-0.92,0.54
Mettl25,-0.41,0.82
Arhgap15,-0.42,0.852
Ppp1r9b,0.16,0.95
Oaz1-ps,0.035,0.989
Diablo,0.44,0.549
Tle3,-0.55,0.784
Zfp277,0.46,0.519
Eif3d,-0.39,0.49
Wtip,0.44,0.802
Mettl18,-0.4,0.86
RP23-32L21.4,0.39,0.871
Gla,0.45,0.851
Zfp963,0.12,0.977
Tpgs2,0.58,0.705
Sel1l,-0.43,0.477
Bag6,-0.52,0.7
Slf1,-0.19,0.957
Zfp523,-0.48,0.786
Tmem216,-0.28,0.925
RP24-233B16.6,-0.27,0.902
AC130474.1,-0.49,0.565
Rrn3,0.31,0.885
Dnajb12,0.45,0.686
Ppp2r3a,-0.33,0.878
Npnt,0.038,0.989
Topors,-0.38,0.487
Tfdp2,-0.25,0.919
Brox,-0.41,0.535
Slc38a6,0.064,0.981
Alkbh2,0.46,0.66
RP24-180C9.3,-0.15,0.961
Rps3a1,0.37,0.426
Zfp709,0.33,0.873
Svil,-0.53,0.712
Mvb12a,0.5,0.555
Hectd3,-0.58,0.778
Coq5,0.45,0.536
Spryd7,0.46,0.76
Large,-0.46,0.847
Patl1,0.41,0.82
Zfp646,-0.48,0.759
Tjp2,-0.097,0.974
Ncl,0.37,0.415
Abi2,-0.33,0.888
Pign,-0.55,0.666
Cdk2,0.56,0.691
Fam126a,-0.38,0.852
Ndufa6,0.38,0.441
Cpeb2,0.46,0.801
Kmt2a,-0.54,0.638
Mrps12,0.4,0.515
Rbm10,-0.54,0.712
Zc3h13,-0.46,0.495
Kat2a,-0.46,0.595
Mxd1,-0.53,0.671
Stk11,0.094,0.978
Tmed4,0.35,0.439
Mum1,0.51,0.683
Eif2ak3,-0.43,0.773
Mitf,0.27,0.919
Tns1,-0.34,0.873
Chd3,0.26,0.896
Zfp868,-0.49,0.751
Larp1,0.28,0.89
Ap1ar,-0.51,0.591
Hnrnpa2b1,-0.23,0.337
Mpv17l,0.024,0.996
Slc30a1,-0.48,0.722
Chkb,-0.39,0.717
Rbmx2,-0.53,0.732
Rsrc1,-0.44,0.523
Tpm3-rs7,1.4,0.74
Sema4a,-0.0066,1
Tcp11l1,-0.33,0.857
Nab2,0.32,0.878
Nfkbid,-0.45,0.408
Klhl12,0.15,0.962
Rab18,-0.35,0.425
Pigc,-0.41,0.567
Ndufa5,0.5,0.45
Sumo1,0.36,0.463
Zbtb44,-0.57,0.707
Rfxank,-0.54,0.63
Rnf138,-0.5,0.536
Uimc1,-0.45,0.571
Ndufb10,0.32,0.396
Faap100,0.41,0.809
Zxdc,-0.49,0.778
Lrrc47,-0.16,0.948
Rab27a,0.45,0.712
Larp4,-0.44,0.547
Ash2l,0.42,0.522
Pck2,0.47,0.657
Mycbp,-0.33,0.866
Smug1,-0.4,0.845
Mmgt2,0.44,0.711
RP24-456G16.4,-0.46,0.511
Comt,0.27,0.35
Acbd6,0.5,0.586
Ppp2ca,-0.3,0.379
Zdhhc17,0.1,0.971
Akr7a5,0.51,0.537
Map4k3,-0.44,0.655
Ap1g1,-0.59,0.63
Selo,-0.5,0.513
Pik3c2a,-0.49,0.711
H2-T22,0.44,0.788
Arid1b,0.26,0.904
Tmem259,-0.4,0.815
Numa1,-0.54,0.591
Myo6,0.44,0.775
Slc12a4,0.38,0.824
Tubgcp4,0.37,0.837
Gprasp2,-0.44,0.87
Dnajc28,0.21,0.935
Ubox5,0.27,0.919
Ccdc84,0.41,0.778
Gas8,-0.21,0.929
Gkap1,0.39,0.81
Rpain,0.46,0.482
Jrkl,-0.51,0.712
Ranbp2,-0.46,0.597
Mmp2,-0.46,0.781
Nudt21,-0.31,0.854
Nfia,-0.45,0.791
Mrpl57,0.44,0.51
Ubxn1,0.39,0.459
Gtpbp1,0.48,0.75
Il16,-0.42,0.422
Camta1,-0.43,0.577
Rpusd1,0.27,0.883
Gimap9,-0.35,0.871
Sf1,-0.38,0.484
Hypk,0.29,0.868
Zbtb49,-0.093,0.972
Nup54,-0.5,0.665
Exosc3,-0.48,0.53
Trim12a,0.45,0.616
Zfp358,-0.069,0.975
Cdh23,-0.11,0.962
Csrp2bp,-0.42,0.781
Zfp513,0.56,0.637
Wdfy1,0.68,0.64
RP23-77H12.1,0.21,0.919
Myo9b,0.33,0.862
Gins1,0.11,0.964
AC113069.6,0.083,0.974
Ccdc43,-0.51,0.64
Heatr1,-0.21,0.923
Gphn,-0.24,0.916
Manba,0.48,0.616
Zfp110,0.51,0.614
Xrcc6,0.4,0.606
Nelfa,0.5,0.594
Zfp697,0.42,0.687
Ifih1,0.41,0.787
Clcn3,0.54,0.643
AC124566.2,0.48,0.731
Gars,0.39,0.493
RP23-424C4.5,-0.44,0.844
Sergef,0.17,0.934
Cdyl,-0.34,0.863
Ocel1,-0.018,0.997
Smarce1,-0.39,0.575
Mre11a,-0.41,0.787
RP23-254N4.1,0.41,0.518
Insr,-0.0082,1
AL365322.1,-0.31,0.879
Cdkn1b,0.089,0.974
Mroh1,0.2,0.943
RP23-69P8.2,-0.55,0.637
Gabpb2,-0.24,0.919
Adrbk2,0.046,0.989
Ikzf2,-0.31,0.893
Naprt,0.34,0.88
Klc1,0.47,0.702
Fbxo28,-0.5,0.658
Klhl28,-0.29,0.897
Yme1l1,-0.48,0.552
Cstf2t,0.42,0.626
Parp10,-0.27,0.901
Ntan1,0.43,0.519
Mtmr1,0.048,0.987
Gemin6,0.55,0.778
Helz,0.47,0.743
E2f3,-0.15,0.96
Fam160b1,-0.47,0.859
Dis3l2,-0.0042,1
Pank3,-0.3,0.916
Nup50,0.48,0.712
Ints8,-0.45,0.584
Pdcd5,0.34,0.482
Kdelr2,0.44,0.525
Ppig,0.39,0.49
Zscan22,-0.47,0.717
Zfp317,0.45,0.803
Jup,0.12,0.955
Prpsap2,-0.39,0.524
Araf,0.45,0.526
RP24-554B1.10,-0.47,0.659
Fktn,0.32,0.869
Nfrkb,-0.13,0.957
Cnot6,-0.55,0.609
Ubap2,0.12,0.96
Trim26,-0.43,0.514
Cc2d1b,-0.49,0.627
Tmed7,-0.34,0.425
Dlg1,-0.35,0.852
Nr1d2,-0.45,0.611
Rnasel,-0.14,0.965
Nfyb,-0.49,0.591
Casp8ap2,-0.48,0.575
RP23-413G8.2,-0.073,0.979
Wasf2,-0.41,0.415
Wrn,-0.44,0.748
Fam126b,-0.38,0.854
Dusp5,-0.36,0.85
Smad4,-0.44,0.518
Prkci,-0.36,0.867
Ufc1,0.44,0.521
Ccni,-0.34,0.441
Sec24b,-0.49,0.635
Brpf1,-0.5,0.594
Fam193b,0.3,0.898
Egr2,-0.57,0.422
Dock7,-0.42,0.644
Clec4n,0.59,0.886
Pigm,-0.44,0.757
Tha1,0.25,0.879
Fastk,0.47,0.701
Arrdc2,-0.3,0.857
Dhodh,-0.49,0.694
Tlk2,0.13,0.961
Ythdc1,-0.36,0.455
Oxct1,0.34,0.407
Mtmr12,0.11,0.966
Ube2q2,-0.41,0.54
Arl13b,0.33,0.9
Snapc5,0.42,0.48
Ube2m,0.27,0.866
Abcb1b,0.4,0.73
Zfp322a,0.33,0.851
Kansl1l,-0.45,0.605
Fxr2,-0.27,0.878
Mettl21a,0.43,0.567
Rad23b,0.41,0.817
Adamts1,0.72,0.492
RP23-85E24.4,-0.43,0.61
Galnt7,0.48,0.684
Csmd3,-0.43,0.456
Dohh,-0.45,0.671
Fadd,-0.16,0.938
Hk1,-0.2,0.919
Hdac9,-0.064,0.985
Wscd1,-0.2,0.927
Taf10,0.36,0.492
Rbm12b2,0.023,0.995
Ell2,-0.43,0.787
Zdhhc18,-0.18,0.938
Appl2,-0.43,0.522
Siglece,-0.37,0.708
Elp4,0.18,0.942
Jagn1,0.38,0.491
Rnf38,0.15,0.96
Stk38l,0.22,0.923
Thap11,-0.5,0.526
Trim32,-0.21,0.919
Mbnl2,-0.35,0.445
C2cd3,0.39,0.79
Lpp,-0.47,0.712
Gtf3c3,0.32,0.877
Zfp105,0.45,0.838
Marveld2,-0.32,0.895
Mttp,0.084,0.974
Abt1,-0.57,0.571
Shc1,-0.28,0.869
Adck3,-0.38,0.865
Enpp4,-0.19,0.932
Khnyn,0.48,0.753
Glmn,0.0054,1
Stat5b,-0.39,0.806
Slc4a7,-0.47,0.591
Polr3gl,-0.2,0.916
Slc39a3,0.37,0.841
Banp,-0.49,0.69
